# generated by ews.pipeline on 2026-05-12T02:21:30, loader=derived
ticker,date,ret_1m,ret_3m,ret_6m,vol_3m,vol_6m,drawdown_12m 
XOM,2013-10-31,0.04818723945969361,-0.01474572903638749,0.003131721690837308,0.11321464182744202,0.11948370264374669,0.09927934815042096
AAL,2013-11-30,0.06872992518971932,0.43258041283390947,0.3303117243586504,0.29602542485959726,0.34411886741524983,0.2084622536542244
BBBY,2013-11-30,0.19504906680751044,-0.003203992598754035,0.040118867780283285,0.44169592919438216,0.593313684765426,0.3360023304886915
F,2013-11-30,-0.0017534185848750994,0.051257106371863204,0.09497516422177221,0.1870264460066732,0.22310354680660377,0.14550214667209363
GE,2013-11-30,0.01989300272777017,0.16501859786414652,0.14454319522311931,0.1683528859982825,0.16973783903665024,0.10180890512935883
INTC,2013-11-30,-0.016625241891381926,0.09031168368969422,-0.041852151364791146,0.19594147296015862,0.20330734956557295,0.13135515676721343
PFE,2013-11-30,0.04189170238561335,0.141580148942263,0.16545258685560094,0.1376228630235742,0.13730020490638653,0.11657017387781653
SPG,2013-11-30,-0.02258106094225154,0.04583285594580633,-0.0813242902884791,0.17947894927300923,0.20229026060988642,0.20321782026107507
XOM,2013-11-30,0.050168274273199476,0.07993205200474152,0.043799644303872176,0.11633610193210595,0.12350368874243749,0.09927934815042096
AAL,2013-12-31,0.09591999043900734,0.27268151354861514,0.5074631399717489,0.35652458203836607,0.37187276826794197,0.2084622536542244
BBBY,2013-12-31,0.1382625428448334,0.010170648882767974,0.17743791069538273,0.4668989958264087,0.5997689183637815,0.3360023304886915
F,2013-12-31,-0.0955454684034911,-0.09830815867549303,-0.04993891854371213,0.2131308199075443,0.22029303398835645,0.14550214667209363
GE,2013-12-31,0.059894779885096394,0.16139716868340037,0.24288167384581638,0.1585362800734734,0.15813627718498113,0.10180890512935883
INTC,2013-12-31,0.09535844220551914,0.1447366159060568,0.11361122055485096,0.1867811383410757,0.19185266513286384,0.13135515676721343
PFE,2013-12-31,-0.037700478868655796,0.06401709563581504,0.12545574201551846,0.15144118045867497,0.13349683529395082,0.11657017387781653
SPG,2013-12-31,0.022305545618012346,0.011865868517775935,-0.027967149685399484,0.16627370658195176,0.16999581793555002,0.20321782026107507
XOM,2013-12-31,0.08212151684965119,0.1836502417669139,0.1312476178165074,0.14045032709176816,0.12852314771082254,0.09927934815042096
AAL,2014-01-31,0.3229492804618115,0.5270820178046571,0.7732552842565599,0.3860998720063359,0.40045564906946796,0.2084622536542244
BBBY,2014-01-31,-0.28779169146800443,-0.10115240325924602,-0.37507421397145857,0.6367748320630991,0.5763684086861399,0.3977695530226539
F,2014-01-31,-0.02332193927116155,-0.11864931774953191,-0.13336965146949398,0.22692139899768926,0.2201621787521556,0.1460568273819327
GE,2014-01-31,-0.08618193097310956,-0.030859455522113666,0.03354041700043853,0.1609152422680541,0.16156548674914054,0.1098823300198988
INTC,2014-01-31,-0.048468580731491295,0.01224916481284044,0.07717925560455918,0.20207854882188428,0.1853417765663219,0.13135515676721343
PFE,2014-01-31,-0.00197009381893698,-0.0017805048204140306,0.04308288085573153,0.1595391560784598,0.14843528825233773,0.11657017387781653
SPG,2014-01-31,0.0180808780851478,0.009966707142642361,-0.002248522340041026,0.14807339414100307,0.16768756788180264,0.20321782026107507
XOM,2014-01-31,-0.07608954640672894,0.035339375042219734,0.01607843774888873,0.1646564030564733,0.14091841012585954,0.09927934815042096
AAL,2014-02-28,0.09260368734899749,0.5400333784797477,1.3139095129205822,0.37373832805644186,0.33703298150008637,0.2084622536542244
BBBY,2014-02-28,-0.11075952395960043,-0.29699784138303087,-0.33614577679977786,0.6359568971951411,0.553112243189748,0.4689734330397933
F,2014-02-28,0.009181048599454344,-0.08905699400506784,-0.05442662149522404,0.22807828810768999,0.21398745538564534,0.1694603137292393
GE,2014-02-28,0.007550279750857758,-0.03464721202334031,0.1293762764657329,0.17118293146405858,0.17048386197235244,0.1312879402248442
INTC,2014-02-28,0.010351623447645064,0.04586200757368042,0.14370357365705777,0.17462069146113074,0.18518213006176992,0.13135515676721343
PFE,2014-02-28,0.05054309939671153,0.015613277255409175,0.16115388426518273,0.17254003993640676,0.1560214235333676,0.11657017387781653
SPG,2014-02-28,0.06287347387650777,0.07141952213081737,0.11985309503178065,0.14038815224132592,0.1593173193093926,0.20321782026107507
XOM,2014-02-28,0.03151205710591887,0.033601609345671024,0.11850052221385954,0.17376178531232733,0.14939306667852473,0.1175253884027966
AAL,2014-03-31,0.013850191956834346,0.47699719161417975,0.9303792923110841,0.3359110923153184,0.3480471267125273,0.2084622536542244
BBBY,2014-03-31,0.008188323434773492,-0.35536645591587346,-0.33602963558198395,0.6529414229317363,0.569143914988763,0.4689734330397933
F,2014-03-31,0.02631541699873119,0.029125628251515767,-0.06254667229538957,0.18200334845234317,0.19993815656902297,0.1694603137292393
GE,2014-03-31,0.03065280254826641,-0.06359977938588357,0.1020305451025123,0.1765192706546146,0.17030089357656136,0.1312879402248442
INTC,2014-03-31,0.05346898193448979,0.007973823356272725,0.1474709869874189,0.1615003671648665,0.1743371601569657,0.13135515676721343
PFE,2014-03-31,0.004377499876066171,0.05532209759718443,0.13604527433060865,0.18117875289765326,0.1666116625558723,0.11657017387781653
SPG,2014-03-31,0.012720736306609748,0.07756102083099914,0.12415006483042434,0.13911633287468264,0.1538693481029627,0.20321782026107507
XOM,2014-03-31,0.022827291452477194,-0.01932174192876679,0.15110638639203877,0.1713143955146579,0.15739009403489515,0.1175253884027966
AAL,2014-04-30,-0.07564589951329237,0.037574005954775114,0.5677245851525423,0.33452498413792,0.3612826702182859,0.2084622536542244
BBBY,2014-04-30,-0.21277640503873696,-0.275768542045007,-0.33333333333333337,0.6639454073588615,0.5694235946508286,0.5579067915789988
F,2014-04-30,-0.0026829504523570025,0.0672932561819779,-0.06301121204248983,0.19442498032031133,0.21080196228343004,0.1694603137292393
GE,2014-04-30,0.0394278774594381,0.0637230242950908,0.043281438834804176,0.1518558125122915,0.15493346213161685,0.1312879402248442
INTC,2014-04-30,0.02693331847481195,0.08910721005864697,0.1091661538942339,0.1456274185850228,0.17540180851060677,0.13135515676721343
PFE,2014-04-30,-0.020970182502701662,0.023388238757571678,0.017120786330893534,0.20791795934946214,0.1827476256078359,0.08824420538482368
SPG,2014-04-30,0.05020600027239852,0.14135793713508216,0.12318336879652914,0.1292681140431031,0.13782416577394715,0.20321782026107507
XOM,2014-04-30,0.04788671779992115,0.09730071647728034,0.16762722542742892,0.15555125889737476,0.15612683413270173,0.1175253884027966
AAL,2014-05-31,0.10359962763009589,0.11246537452010785,0.6747288156714333,0.3313856104498202,0.35471562437196696,0.2084622536542244
BBBY,2014-05-31,-0.004566190161291117,-0.21903789591148026,-0.4546104189227529,0.4980396720611299,0.5689548865304407,0.579925677220553
F,2014-05-31,0.033312120295776015,0.09003121026119376,-0.019302538587449014,0.187425584775805,0.2088344488101724,0.1694603137292393
GE,2014-05-31,0.0007471785083954519,0.06648123690477337,0.015383214597749717,0.1301147022095734,0.1517906084347597,0.1312879402248442
INTC,2014-05-31,0.04176756273582316,0.12468356425589922,0.16391275554625007,0.13306790967381796,0.15474846264002,0.13135515676721343
PFE,2014-05-31,-0.0403177227746323,-0.06522520736088755,-0.05447360650859179,0.1928329658339717,0.18255709924435112,0.10599505993877764
SPG,2014-05-31,0.026630901146713626,0.10086737759588549,0.1842438254834302,0.11337041953144933,0.12710947489905694,0.1477505741999959
XOM,2014-05-31,-0.0019476030630636298,0.05981691730149663,0.08666684346148346,0.12513876427895168,0.150829660482592,0.1175253884027966
AAL,2014-06-30,0.042212696665038685,0.1323143063895913,0.7336565653662681,0.33525046220694654,0.33543667633459984,0.2084622536542244
BBBY,2014-06-30,0.03409839067302767,-0.22506141709346128,-0.48396594458914954,0.4411554533690927,0.5554224174771885,0.579925677220553
F,2014-06-30,0.0486615315488661,0.06462766354411142,0.14620371225109952,0.18808009182566143,0.18460714782260979,0.1694603137292393
GE,2014-06-30,-0.01241965495722308,0.024228197362282655,-0.041653386398973535,0.11516818060043112,0.14882158801865983,0.1312879402248442
INTC,2014-06-30,0.1335288320576018,0.19913449112496595,0.2171260243111075,0.18702759200070807,0.17538798237743589,0.10970076495093355
PFE,2014-06-30,-0.0010101392504571205,-0.06276858181073641,-0.016153760366752423,0.17141597783801674,0.1763798864779244,0.10599505993877764
SPG,2014-06-30,-0.0031177333175907984,0.0798061999263282,0.17008447018405537,0.09805868745288154,0.11987078277714472,0.13517539093105757
XOM,2014-06-30,0.0074045155670598994,0.03717937158650919,0.01766007590887142,0.10089862701198629,0.14027216548798974,0.1175253884027966
AAL,2014-07-31,-0.07155016285865767,0.06737385117632444,0.16090846303636286,0.3231190831415043,0.32990169810501674,0.2084622536542244
BBBY,2014-07-31,-0.03331347315488975,0.0490639277024969,-0.22839504216137207,0.49158075767965476,0.49991198676603643,0.5857566848040237
F,2014-07-31,-0.0045320117706288965,0.07811053030445936,0.15480765013800535,0.14733486656947503,0.1732773227311218,0.1694603137292393
GE,2014-07-31,-0.054866760100204526,-0.04957046859101166,0.01786745133593337,0.12760238734247784,0.14025459112535216,0.1312879402248442
INTC,2014-07-31,0.09393154880723076,0.2942528178341992,0.40615925014734255,0.2576796032881336,0.21028023255809808,0.10970076495093355
PFE,2014-07-31,-0.04665100148729162,-0.050039855876288786,-0.031090200638613452,0.12904692486553207,0.16971124284221348,0.10805275635624981
SPG,2014-07-31,0.00869621768173312,0.04077623563377908,0.17251820840848664,0.10020468566736379,0.11434561744422733,0.09665921992077757
XOM,2014-07-31,-0.025893349601736726,-0.02350961845335342,0.08851160069064323,0.13685684756423075,0.14614446661376054,0.1175253884027966
AAL,2014-08-31,-0.013948743985558676,-0.059397730722463016,0.04388195256060756,0.3455052521816378,0.3380022560018631,0.17051768330454087
BBBY,2014-08-31,0.09615379381917322,0.18431635294489146,-0.17775708401626744,0.46774479196332047,0.4837133118811792,0.5471942889168567
F,2014-08-31,0.03569290502889366,0.05950120890529509,0.14975795896581423,0.14433377819723675,0.16550327807924872,0.1694603137292393
GE,2014-08-31,0.02485193360815341,-0.022235937559888508,0.021220588649366157,0.13409901903762167,0.13042289085230366,0.1312879402248442
INTC,2014-08-31,0.041857717000030714,0.27087029404615803,0.44064738230724165,0.27129614406581426,0.2129727081149986,0.10970076495093355
PFE,2014-08-31,0.018364356078346855,0.002003764703041311,-0.08493246126149157,0.1242215789722129,0.16175289202903706,0.12856439521753482
SPG,2014-08-31,0.02202502632097958,0.03311596512103465,0.11660546661909343,0.10459478089243111,0.10895631824000097,0.06811102702906091
XOM,2014-08-31,0.013693153859043461,-0.002361987962592016,0.04468341636293238,0.1426282342023071,0.1335277873537445,0.1175253884027966
AAL,2014-09-30,-0.1239502629929603,-0.15208697138456473,-0.056750282340380265,0.3385194112341927,0.33606050670014764,0.21169928300371849
BBBY,2014-09-30,-0.0836956000057637,0.0029744881616733387,-0.16658423174201553,0.4666601184993805,0.4547667124527926,0.5471942889168567
F,2014-09-30,-0.159659208646025,-0.13496082091960648,-0.08794722686773593,0.20910527420168132,0.18940560329915326,0.1694603137292393
GE,2014-09-30,-0.0005274542665324455,-0.029073191476964855,0.000364530149696618,0.1296898379303581,0.12244236586144684,0.1312879402248442
INTC,2014-09-30,0.007231834926920255,0.13142741218780185,0.3655003175028717,0.2444311053794875,0.21681043376610995,0.10970076495093355
PFE,2014-09-30,0.010594597478141843,-0.01775153407579544,-0.0679230621023611,0.1277286934559495,0.15189455592260726,0.12856439521753482
SPG,2014-09-30,-0.03350549988336904,-0.006183424077141564,0.07904215115922097,0.11355874604351889,0.10611389860386286,0.06811102702906091
XOM,2014-09-30,-0.04508099053573511,-0.06758742289830233,-0.026562919582321043,0.15075335498773673,0.12879803417121538,0.1175253884027966
AAL,2014-10-31,0.14418391326018276,0.11494862041702714,0.1333207097499418,0.48086786681562077,0.41134155739999345,0.35684743256474677
BBBY,2014-10-31,0.39782343164980793,0.38942317832151474,0.5362126608786768,0.44069056865079986,0.4667245509083675,0.5471942889168567
F,2014-10-31,-0.025668927515856255,-0.15735103962858765,-0.07986192880831022,0.24712659509829002,0.20615874673303636,0.23559324698966397
GE,2014-10-31,0.01614201705225904,0.04028694721864978,0.0020116832995176193,0.1519165583273651,0.14049645761480126,0.1312879402248442
INTC,2014-10-31,-0.0005872333009666608,0.03625858486294953,0.3067264104050631,0.257823319112403,0.2589517854727386,0.12680427668332178
PFE,2014-10-31,0.024983096250650094,0.05420654747861553,0.035798556131744874,0.14538800874014707,0.13171909820327074,0.13913119779006808
SPG,2014-10-31,0.08081509207651472,0.08568688038191263,0.1155357020437966,0.13843548642262843,0.12032265107357519,0.06045724344383831
XOM,2014-10-31,0.029706556931984318,-0.008312230031792822,-0.04504834076246267,0.15163619345157262,0.14434144827889356,0.12963685406251935
AAL,2014-11-30,0.20421840259073898,0.20127923236092515,0.1770062257152043,0.49667280445945833,0.4277414221821633,0.35684743256474677
BBBY,2014-11-30,0.07525950293935435,0.35108701770382345,0.6662198715300989,0.44898782972938533,0.45728029075498533,0.5471942889168567
F,2014-11-30,0.12759850662062622,-0.09829013127525643,-0.03421104445132139,0.2672957280263993,0.21478756447625644,0.23559324698966397
GE,2014-11-30,0.03194395145391349,0.03341249312475569,0.005377656613710258,0.1487978517208793,0.14122681508518597,0.1312879402248442
INTC,2014-11-30,0.1508365076396485,0.08458935636386866,0.36455729425406824,0.26816085907620046,0.269652787253615,0.12680427668332178
PFE,2014-11-30,0.05294161410059117,0.07381330646028927,0.07120592469498299,0.1420500280477921,0.13318910949600785,0.13913119779006808
SPG,2014-11-30,0.02951444482408605,0.07048470955664587,0.10652008808423297,0.14855364515327285,0.12806933000593104,0.06045724344383831
XOM,2014-11-30,-0.03447650723546014,-0.0740818326122159,-0.08527775216152311,0.17506247770328479,0.15941638698113747,0.12963685406251935
AAL,2014-12-31,0.12056012414302364,0.5845747915425565,0.2950724091545984,0.4887741748335824,0.42488933987967964,0.35684743256474677
BBBY,2014-12-31,-0.02725452041612153,0.4753798986102211,0.45068745498121277,0.47159070987905505,0.4707283342447294,0.5315436108875559
F,2014-12-31,-0.025157060324726976,0.07404189379894288,-0.09064069495660998,0.24797405149567353,0.23080031848205362,0.23559324698966397
GE,2014-12-31,-0.02080974707039729,0.015442508970052504,-0.042318414384395875,0.17326355035402913,0.15415628946180687,0.11454561246348369
INTC,2014-12-31,-0.034840527697647006,0.08973617817730006,0.1808264348893014,0.27431860089893234,0.26133467154367834,0.12680427668332178
PFE,2014-12-31,-0.013304095690052975,0.08120365792957829,0.03822420480555899,0.15468194646310965,0.14261193933817579,0.13913119779006808
SPG,2014-12-31,0.0014297546730994704,0.11514593220024971,0.11279284506605536,0.15611338801493319,0.1367458918175667,0.06045724344383831
XOM,2014-12-31,-0.018473172780085978,-0.001956311696627022,-0.08601088537569423,0.21854814212353924,0.187973300343314,0.1603739906939514
AAL,2015-01-31,-0.08484088767694486,0.2178658172064838,0.24786156894196498,0.4044414542745332,0.44448862029402086,0.35684743256474677
BBBY,2015-01-31,-0.07787397038933641,-0.032006991851447286,0.3883373446419065,0.3811163348986773,0.41393568805239683,0.36889694807847134
F,2015-01-31,-0.04128366992240973,0.0652404463012326,-0.1081230601540466,0.24021272844489341,0.24542572900548068,0.23559324698966397
GE,2015-01-31,-0.05461038143253516,-0.06057977741587628,-0.04068755542254021,0.16250885448890803,0.15737050792648719,0.11877084766543118
INTC,2015-01-31,-0.08955636746861928,0.02076873832796755,-0.007769230907061275,0.25735830015388517,0.24292389249062016,0.12680427668332178
PFE,2015-01-31,0.0032106409217025345,0.056322231534986056,0.09219185357237114,0.15219889687228236,0.14768904037340733,0.13913119779006808
SPG,2015-01-31,0.09087905072871028,0.13121296385427828,0.2027730522977078,0.1675109515267632,0.15245368747120341,0.06045724344383831
XOM,2015-01-31,-0.05440780937433565,-0.0677481108933995,-0.10258526936939605,0.23379144434026874,0.1942159287154732,0.1603739906939514
AAL,2015-02-28,-0.08122047897051488,0.06731257758115561,0.22842789397140262,0.42744695085761064,0.448501846861863,0.35684743256474677
BBBY,2015-02-28,-0.02572900468789019,-0.09877032374236805,0.297544204247298,0.39675657091071515,0.4259710293520545,0.36889694807847134
F,2015-02-28,0.10033672418546313,0.05744666439099633,-0.043986638482750196,0.23862886357772314,0.2527245325664337,0.23559324698966397
GE,2015-02-28,0.08924082492465946,-0.014668715577577984,0.026507289188584027,0.1694210246446633,0.15773990478683986,0.11877084766543118
INTC,2015-02-28,-0.021089986743636047,-0.09245282472266214,-0.027183601517570377,0.22427868784055713,0.2458787179673019,0.12680427668332178
PFE,2015-02-28,0.08774002136507919,0.11327239027170366,0.18865287726825253,0.17845207354650128,0.15868829521824834,0.13913119779006808
SPG,2015-02-28,-0.06359479436821247,0.06114564793433641,0.14290774161971265,0.19349201046602585,0.1716571491643871,0.08122948644994846
XOM,2015-02-28,0.018570840941871003,-0.0558166971984585,-0.09761468200647672,0.24681835081221037,0.20510646716479367,0.1603739906939514
AAL,2015-03-31,0.08222267515604531,-0.009978834214713461,0.49435319425587343,0.394412638844174,0.44885971225859045,0.35684743256474677
BBBY,2015-03-31,0.05995618857826224,0.021079258620319452,0.4365360875778437,0.3626689395219873,0.42556504384219945,0.31400492498965016
F,2015-03-31,-0.0018550580331410105,0.05191587610463233,0.11223208253861783,0.21877977589907308,0.23588357268026866,0.23559324698966397
GE,2015-03-31,-0.040603066053524706,-0.020802718324447467,-0.013512852635298556,0.16008539684305614,0.16755089832769218,0.11877084766543118
INTC,2015-03-31,-0.08299090559012323,-0.14324531084606174,-0.08958061670526385,0.2834295255879269,0.28041682220371744,0.20083887254822055
PFE,2015-03-31,0.006655288097428436,0.11844846899047323,0.19718903698029133,0.17180648353313333,0.16431381280668397,0.12983174769695055
SPG,2015-03-31,0.031802403951943115,0.06201391061125694,0.20718452671030008,0.21774073646090392,0.18643152084062942,0.1194743175818676
XOM,2015-03-31,-0.029901914747453517,-0.079339981512495,-0.08284827615301049,0.20113467421556772,0.2100767434082452,0.18175932654738133
AAL,2015-04-30,-0.040661999548343375,-0.012081436824741165,0.2170439590389741,0.3685706511321489,0.37713055209205665,0.35684743256474677
BBBY,2015-04-30,-0.1076475565285907,-0.04066129944309349,-0.07136684541459648,0.41265531479063733,0.3916030643160923,0.21175165023369968
F,2015-04-30,0.0024490515502071375,0.08422582104507526,0.15828222635455025,0.17903773106805693,0.21094458582382036,0.23559324698966397
GE,2015-04-30,0.09017705380116015,0.1439488152682249,0.07506757276201093,0.2687242743387712,0.22257689211056816,0.11877084766543118
INTC,2015-04-30,0.05647486086376996,-0.007764377540572243,-0.027168937089089296,0.27874359898851947,0.26292238426001974,0.20083887254822055
PFE,2015-04-30,-0.011651398813692149,0.09533829383254178,0.17076274201941954,0.16386086938916758,0.156059797261759,0.09740357571712766
SPG,2015-04-30,-0.08333744210704563,-0.07981413201324061,0.04630900309335306,0.21149918878098817,0.18782315125788698,0.1194743175818676
XOM,2015-04-30,0.03445418565066283,0.006950673040399424,-0.06265792711021145,0.17404141237088067,0.20558726582631737,0.18175932654738133
AAL,2015-05-31,-0.12259282591690013,-0.1211580233341576,-0.05397226707300207,0.38873076098634246,0.40775796684826465,0.35684743256474677
BBBY,2015-05-31,0.007452252097306378,-0.09346191921795177,-0.14200714215460042,0.3716350199565775,0.3829022142313359,0.23577233136299375
F,2015-05-31,-0.03987327640347926,-0.07585840861805027,-0.009014368867938494,0.1607682978989684,0.20321122284718104,0.23559324698966397
GE,2015-05-31,0.007016488211144312,0.04442760885518915,0.033858638469950186,0.26856295210883846,0.22379516895762863,0.11877084766543118
INTC,2015-05-31,0.06633464575019832,0.019060177007183654,-0.05262501905780892,0.2667495931744084,0.24596456558848478,0.20083887254822055
PFE,2015-05-31,0.032641346376587554,0.007694204137015603,0.13654736568774406,0.13211164794663652,0.15697794132808007,0.09740357571712766
SPG,2015-05-31,0.007700079092055834,-0.037636786061764016,0.01949052318905431,0.19068308724950833,0.19181816201070973,0.1194743175818676
XOM,2015-05-31,-0.016771308462721457,-0.024253723316928433,-0.08391947424515245,0.1487973020610859,0.20299799850390257,0.18175932654738133
AAL,2015-06-30,-0.0877112128564359,-0.2065446397241948,-0.24928929869230965,0.38202445150583003,0.3883032168664895,0.34672958585886543
BBBY,2015-06-30,0.028754042560600324,-0.06317533599976344,-0.04974698279872203,0.347947392328734,0.35407037987176515,0.23577233136299375
F,2015-06-30,-0.016382361926260858,-0.047673379422155215,-0.01250822747575886,0.14492082640928894,0.1853979591444941,0.23559324698966397
GE,2015-06-30,-0.019538813458119475,0.0787439982582625,0.05758029384130703,0.25849944543468845,0.21457138951051544,0.11877084766543118
INTC,2015-06-30,-0.08566309352555079,-0.005518902891327171,-0.16050754070759377,0.20903448355624163,0.2486670814809015,0.20083887254822055
PFE,2015-06-30,-0.027834262139808108,-0.015221887331167916,0.08686022143475491,0.10741464701253682,0.14383541929496527,0.09740357571712766
SPG,2015-06-30,-0.050123505836909055,-0.11895156071852642,-0.05307537958542219,0.1663354889858075,0.19419761124100718,0.1535848433250834
XOM,2015-06-30,-0.02278587470473148,-0.006770841131445771,-0.09138273171745215,0.12347726967225695,0.1664321642539294,0.18241549621162845
AAL,2015-07-31,0.02741507399643406,-0.18079675135592255,-0.17357120858123942,0.398817370591226,0.375173546973408,0.3027343050538271
BBBY,2015-07-31,-0.03290673404803124,0.013409995110135187,-0.07192980019853157,0.25834904006592546,0.33833889748153195,0.23577233136299375
F,2015-07-31,0.007500303715125778,-0.05060014169217919,-0.00964154135450479,0.18326707654202276,0.180609991941252,0.23068184148038534
GE,2015-07-31,-0.025391978594098363,-0.0347633945263941,0.09723135304460184,0.1334350582943501,0.21230448896931825,0.11877084766543118
INTC,2015-07-31,-0.05268301851932633,-0.12774904883392113,-0.12723629293300487,0.19138683830673822,0.23707787710138659,0.24434202204898012
PFE,2015-07-31,0.08061111792740494,0.059392759458103406,0.1588976284940231,0.12584524022758997,0.14294328309752416,0.09417907648497198
SPG,2015-07-31,0.0715424727949241,0.029368092022358905,-0.04657815734111359,0.1531996181629422,0.18125688991474478,0.1535848433250834
XOM,2015-07-31,-0.04726960738659092,-0.10374678018522576,-0.10173806370367156,0.1630768277817343,0.1704065354269452,0.18708880901399982
AAL,2015-08-31,-0.06327121788581891,-0.09411181525781909,-0.20018282931192022,0.3740614801021525,0.38465796816819164,0.3245240494228973
BBBY,2015-08-31,-0.07004257458676733,-0.11286681909956087,-0.13777977932671837,0.31473255178379506,0.3307957158005464,0.27383591994295137
F,2015-08-31,-0.07161940150588653,-0.07817606159960488,-0.11766518796488656,0.23609908979204933,0.1984139508472723,0.2382237641078253
GE,2015-08-31,-0.04058717734772044,-0.09076933764219497,-0.02450816906533182,0.20099949008605708,0.23645046886094723,0.17685266085275905
INTC,2015-08-31,-0.00939409440794936,-0.12077306766962681,-0.15049261808948067,0.24701255327325797,0.2567823244290122,0.29753135394380364
PFE,2015-08-31,-0.10174830216881581,-0.056327105737846495,-0.0548365018367617,0.1973978767163227,0.16646903352672654,0.12628170085758691
SPG,2015-08-31,-0.04039884394988058,0.010335420081329705,-0.02824913400606821,0.18884399731557863,0.1899146460907014,0.1535848433250834
XOM,2015-08-31,-0.027107670641359438,-0.1060161166116731,-0.1216783528439308,0.25284686885835655,0.20669443345684774,0.2850945736345023
AAL,2015-09-30,-0.009438903983774116,-0.0028028804443022137,-0.20698688443668878,0.36999416250482114,0.3732551934355115,0.3245240494228973
BBBY,2015-09-30,-0.10578429547423651,-0.21572209755007687,-0.29061597897642955,0.31313129240199056,0.33072927775411837,0.3658536516599114
F,2015-09-30,-0.010932903822668205,-0.07809972916969377,-0.13674966159619384,0.2730363409121039,0.21690778140471997,0.20611489371456498
GE,2015-09-30,0.06556555680174347,-0.049824384166688995,0.02895500164375897,0.26357406385195586,0.26050001232398273,0.17685266085275905
INTC,2015-09-30,0.08339333635372315,-0.005550088401107489,-0.006486922047579502,0.2679058533788468,0.23869647192927226,0.29753135394380364
PFE,2015-09-30,0.001594585851125041,-0.0513798493180847,-0.07162921743264528,0.25064187243278696,0.19138820597953288,0.1407782831801966
SPG,2015-09-30,0.049768796589879205,0.06006752713178387,-0.06333364391676122,0.19895179390279413,0.1837151483256089,0.1535848433250834
XOM,2015-09-30,0.03149291150910094,-0.09735783831243772,-0.10241564987360197,0.28276683451259516,0.2177427418575462,0.2722564590648796
AAL,2015-10-31,0.19647939510197965,0.08394561492798447,-0.01451105607724934,0.37249946543336826,0.3903955565845519,0.3245240494228973
BBBY,2015-10-31,-0.0836746806558244,-0.26685396067718725,-0.24274663364039062,0.32882412622396473,0.29543641082171157,0.42128602525947095
F,2015-10-31,0.06938615650109736,0.0034013513165229714,-0.026813629209929246,0.2816742782064473,0.23703365643362395,0.20611489371456498
GE,2015-10-31,0.1354533494286989,0.1265950796785722,0.0931281931769603,0.2901411542197995,0.22626782525880598,0.17685266085275905
INTC,2015-10-31,0.10979980333702533,0.1720313524893744,0.04599524461035709,0.2742093608764944,0.23863671767116001,0.29753135394380364
PFE,2015-10-31,0.022370353838156554,-0.05609789602464044,0.007219022184375312,0.282169627742318,0.21788883031053966,0.1407782831801966
SPG,2015-10-31,0.0745682960713776,0.07716520186646725,0.1346830663316536,0.21216160802704648,0.18443173363733512,0.1535848433250834
XOM,2015-10-31,0.0904058899012734,0.08221009603566043,-0.04971332559749442,0.2777937276644877,0.2288559500296174,0.2722564590648796
AAL,2015-11-30,-0.1053877084284306,0.05482071103287289,-0.03905744270943201,0.32344068095596473,0.3489153241038309,0.3245240494228973
BBBY,2015-11-30,-0.15964240257723483,-0.3142261864945607,-0.40586907114875526,0.4544507446918218,0.3908780482829253,0.5284552667881045
F,2015-11-30,-0.032410702597646335,0.055089435424544364,-0.03791189526991834,0.237821874549372,0.23656807831458299,0.20611489371456498
GE,2015-11-30,0.03526997868680315,0.2649897350780783,0.10660717191387614,0.2503303827120378,0.22900003237022196,0.17685266085275905
INTC,2015-11-30,0.03410960647432848,0.25862475348674185,0.07869903210805274,0.22221226182264495,0.23810899461906634,0.29753135394380364
PFE,2015-11-30,-0.023225937732525126,0.05339647898697297,-0.032471489105577955,0.2708398996642246,0.23630230378351602,0.1407782831801966
SPG,2015-11-30,-0.06784345210411036,0.07303777788771715,0.05807069334736248,0.20718599429399787,0.1975536232499505,0.1535848433250834
XOM,2015-11-30,-0.004449457772665033,0.14278390502209182,-0.021276914422679316,0.24013169932136993,0.246935852049973,0.2580006586077965
AAL,2015-12-31,-0.03354636022082702,0.09866251560067085,0.07073617133580856,0.34017929669018604,0.3542369131805416,0.3245240494228973
BBBY,2015-12-31,-0.07250755700473077,-0.28145116305855233,-0.4338405057349285,0.4808993594078563,0.40232887261742584,0.5331524026971196
F,2015-12-31,-0.011921366320955529,0.017397062426198984,-0.02780109933463626,0.23132398263071666,0.2525248284861917,0.20611489371456498
GE,2015-12-31,0.047146929024936224,0.23215514352910271,0.2034911068215841,0.19011070843814376,0.2312650937013282,0.17685266085275905
INTC,2015-12-31,-0.010910008574069985,0.13709196893668163,0.1644767245931491,0.20892694480609741,0.23948584869703668,0.2830675302564103
PFE,2015-12-31,-0.018845182615986222,-0.016307548001527006,-0.013689158534413326,0.23818096362985303,0.2441615923390923,0.1407782831801966
SPG,2015-12-31,0.062397370320332435,0.04576851509058222,0.12445201884312551,0.20703036588026763,0.20279693550492042,0.1535848433250834
XOM,2015-12-31,-0.020113097084660136,0.03623542043041117,-0.03834685923605374,0.26103042448998914,0.2714165154341625,0.2510815588475184
AAL,2016-01-31,-0.08901862281661566,-0.14797022847659735,-0.02331050276023716,0.3167179330301692,0.35058820632527976,0.3245240494228973
