date,close,adj_close
2009-06-01,38.589630126953125,38.589630126953125
2009-06-02,39.213417053222656,39.213417053222656
2009-06-03,38.76171112060547,38.76171112060547
2009-06-04,39.24568557739258,39.24568557739258
2009-06-05,39.24030685424805,39.24030685424805
2009-06-08,39.34786605834961,39.34786605834961
2009-06-09,39.32097625732422,39.32097625732422
2009-06-10,39.708168029785156,39.708168029785156
2009-06-11,39.82109832763672,39.82109832763672
2009-06-12,39.675899505615234,39.675899505615234
2009-06-15,39.15428161621094,39.15428161621094
2009-06-16,38.51970672607422,38.51970672607422
2009-06-17,38.40679168701172,38.40679168701172
2009-06-18,38.41756057739258,38.41756057739258
2009-06-19,38.207828521728516,38.207828521728516
2009-06-22,37.01936721801758,37.01936721801758
2009-06-23,37.078514099121094,37.078514099121094
2009-06-24,36.809635162353516,36.809635162353516
2009-06-25,37.57863998413086,37.57863998413086
2009-06-26,37.13230514526367,37.13230514526367
2009-06-29,37.95505905151367,37.95505905151367
2009-06-30,37.594783782958984,37.594783782958984
2009-07-01,37.94430160522461,37.94430160522461
2009-07-02,36.831146240234375,36.831146240234375
2009-07-06,36.62144088745117,36.62144088745117
2009-07-07,35.79327392578125,35.79327392578125
2009-07-08,35.6319580078125,35.6319580078125
2009-07-09,35.47599411010742,35.47599411010742
2009-07-10,35.01890182495117,35.01890182495117
2009-07-13,35.330806732177734,35.330806732177734
2009-07-14,35.610435485839844,35.610435485839844
2009-07-15,36.80428695678711,36.80428695678711
2009-07-16,36.815025329589844,36.815025329589844
2009-07-17,36.84727096557617,36.84727096557617
2009-07-20,37.07313919067383,37.07313919067383
2009-07-21,37.895938873291016,37.895938873291016
2009-07-22,37.637794494628906,37.637794494628906
2009-07-23,38.50896453857422,38.50896453857422
2009-07-24,38.874637603759766,38.874637603759766
2009-07-27,39.12200164794922,39.12200164794922
2009-07-28,38.6595344543457,38.6595344543457
2009-07-29,38.41216278076172,38.41216278076172
2009-07-30,38.03036880493164,38.03036880493164
2009-07-31,37.852901458740234,37.852901458740234
2009-08-03,37.99272918701172,37.99272918701172
2009-08-04,37.965824127197266,37.965824127197266
2009-08-05,37.65929412841797,37.65929412841797
2009-08-06,37.49795913696289,37.49795913696289
2009-08-07,37.358154296875,37.358154296875
2009-08-10,37.202205657958984,37.202205657958984
2009-08-11,36.86135482788086,36.86135482788086
2009-08-12,37.39157485961914,37.39157485961914
2009-08-13,37.1967887878418,37.1967887878418
2009-08-14,36.904624938964844,36.904624938964844
2009-08-17,36.006500244140625,36.006500244140625
2009-08-18,35.974029541015625,35.974029541015625
2009-08-19,36.79100799560547,36.79100799560547
2009-08-20,37.110225677490234,37.110225677490234
2009-08-21,37.82981491088867,37.82981491088867
2009-08-24,38.57646179199219,38.57646179199219
2009-08-25,38.24101638793945,38.24101638793945
2009-08-26,38.61433410644531,38.61433410644531
2009-08-27,38.33839416503906,38.33839416503906
2009-08-28,37.938026428222656,37.938026428222656
2009-08-31,37.41320037841797,37.41320037841797
2009-09-01,37.01283264160156,37.01283264160156
2009-09-02,36.88839340209961,36.88839340209961
2009-09-03,36.931671142578125,36.931671142578125
2009-09-04,37.429439544677734,37.429439544677734
2009-09-08,38.22479248046875,38.22479248046875
2009-09-09,38.143611907958984,38.143611907958984
2009-09-10,38.22479248046875,38.22479248046875
2009-09-11,37.862281799316406,37.862281799316406
2009-09-14,37.87310791015625,37.87310791015625
2009-09-15,37.597171783447266,37.597171783447266
2009-09-16,38.05706024169922,38.05706024169922
2009-09-17,37.78654098510742,37.78654098510742
2009-09-18,37.867698669433594,37.867698669433594
2009-09-21,37.64046859741211,37.64046859741211
2009-09-22,37.7811393737793,37.7811393737793
2009-09-23,37.33204650878906,37.33204650878906
2009-09-24,37.29418182373047,37.29418182373047
2009-09-25,37.16975021362305,37.16975021362305
2009-09-28,37.65127182006836,37.65127182006836
2009-09-29,37.36993408203125,37.36993408203125
2009-09-30,37.12104797363281,37.12104797363281
2009-10-01,36.39603805541992,36.39603805541992
2009-10-02,36.022743225097656,36.022743225097656
2009-10-05,36.563777923583984,36.563777923583984
2009-10-06,37.14812469482422,37.14812469482422
2009-10-07,37.15349578857422,37.15349578857422
2009-10-08,37.359107971191406,37.359107971191406
2009-10-09,37.4781379699707,37.4781379699707
2009-10-12,37.943424224853516,37.943424224853516
2009-10-13,38.01377487182617,38.01377487182617
2009-10-14,38.868629455566406,38.868629455566406
2009-10-15,39.46376419067383,39.46376419067383
2009-10-16,39.5611457824707,39.5611457824707
2009-10-19,39.831661224365234,39.831661224365234
2009-10-20,39.50705337524414,39.50705337524414
2009-10-21,39.663963317871094,39.663963317871094
2009-10-22,40.275333404541016,40.275333404541016
2009-10-23,39.80462646484375,39.80462646484375
2009-10-26,39.62068557739258,39.62068557739258
2009-10-27,40.52962875366211,40.52962875366211
2009-10-28,39.950706481933594,39.950706481933594
2009-10-29,40.015647888183594,40.015647888183594
2009-10-30,38.77664566040039,38.77664566040039
2009-11-02,39.03635787963867,39.03635787963867
2009-11-03,38.81452560424805,38.81452560424805
2009-11-04,38.57646179199219,38.57646179199219
2009-11-05,39.22572326660156,39.22572326660156
2009-11-06,39.26900100708008,39.26900100708008
2009-11-09,39.64449691772461,39.64449691772461
2009-11-10,39.513877868652344,39.513877868652344
2009-11-11,39.67713165283203,39.67713165283203
2009-11-12,39.12751388549805,39.12751388549805
2009-11-13,39.43770217895508,39.43770217895508
2009-11-16,40.50432586669922,40.50432586669922
2009-11-17,40.8308219909668,40.8308219909668
2009-11-18,40.96143341064453,40.96143341064453
2009-11-19,40.62403106689453,40.62403106689453
2009-11-20,40.47709655761719,40.47709655761719
2009-11-23,41.1954345703125,41.1954345703125
2009-11-24,41.34236145019531,41.34236145019531
2009-11-25,41.61447525024414,41.61447525024414
2009-11-27,40.74375915527344,40.74375915527344
2009-11-30,40.852603912353516,40.852603912353516
2009-12-01,41.38047409057617,41.38047409057617
2009-12-02,41.24441146850586,41.24441146850586
2009-12-03,40.809078216552734,40.809078216552734
2009-12-04,40.4063720703125,40.4063720703125
2009-12-07,40.1451530456543,40.1451530456543
2009-12-08,39.69889831542969,39.69889831542969
2009-12-09,39.611846923828125,39.611846923828125
2009-12-10,39.399600982666016,39.399600982666016
2009-12-11,39.63360595703125,39.63360595703125
2009-12-14,37.92484664916992,37.92484664916992
2009-12-15,37.64187240600586,37.64187240600586
2009-12-16,37.23914337158203,37.23914337158203
2009-12-17,37.12488555908203,37.12488555908203
2009-12-18,37.11943054199219,37.11943054199219
2009-12-21,37.282676696777344,37.282676696777344
2009-12-22,37.315345764160156,37.315345764160156
2009-12-23,37.146644592285156,37.146644592285156
2009-12-24,37.36430740356445,37.36430740356445
2009-12-28,37.59286880493164,37.59286880493164
2009-12-29,37.46227264404297,37.46227264404297
2009-12-30,37.4241943359375,37.4241943359375
2009-12-31,37.108551025390625,37.108551025390625
2010-01-04,37.630985260009766,37.630985260009766
2010-01-05,37.77790832519531,37.77790832519531
2010-01-06,38.10441970825195,38.10441970825195
2010-01-07,37.98470687866211,37.98470687866211
2010-01-08,37.83231735229492,37.83231735229492
2010-01-11,38.256805419921875,38.256805419921875
2010-01-12,38.066314697265625,38.066314697265625
2010-01-13,37.9139518737793,37.9139518737793
2010-01-14,37.919410705566406,37.919410705566406
2010-01-15,37.60920715332031,37.60920715332031
2010-01-19,37.69628143310547,37.69628143310547
2010-01-20,37.02147674560547,37.02147674560547
2010-01-21,36.29769515991211,36.29769515991211
2010-01-22,35.97118377685547,35.97118377685547
